number,text,date,fav 
5172,finished restaurant today  start new job wednesday time move cooking  actually pretty excited next chapter i’m going miss coworkers especially boss  he’s one best chefs i’ve ever worked,2021-11-29 05:42:16+00:00,26
5173,got walked 30 mins 1 degrees 5am shift actually despite available online rota boss literally confirming it 2 days get sour looks coworkers told go home 🙃,2021-11-29 05:41:24+00:00,4
5174,boss asked leave work 1am back work 6am 7pm,2021-11-29 05:40:50+00:00,0
5175,and boss finding funny mean told laughed see nobody will fck got lucky,2021-11-29 05:40:48+00:00,1
5176,consider first based carrd find interested me send messages manager booking slot okay im looking forward meet soon blissful day ahead muchas gracias — ,2021-11-29 05:39:54+00:00,0
5177,boss talk ass hype gotta go back work 💀,2021-11-29 05:39:28+00:00,0
5178,parents make sure children know love them grow daddy issues like whos quickie boss office early morning grey hair hugs holds were alone,2021-11-29 05:38:37+00:00,483
5179,guy “what’s wrong” head haven’t felt touch man month costs money breathe can’t afford dream bed frame idk tell boss i’m moving 2 weeks got ingrown toenail loud oh nothing little headache,2021-11-29 05:36:53+00:00,8
5180,good news accidental camera flash witnesses boss thought funny get trouble good news got bit responsibility actually make job much easier best news newest coworker lovely,2021-11-29 05:36:35+00:00,4
5181,i’ve officially writing stated comply mandate respectable talk manager getting fired week,2021-11-29 05:35:47+00:00,9
5182,boss aint around time blast mitski again,2021-11-29 05:35:04+00:00,0
5183,manager dming sorry,2021-11-29 05:34:55+00:00,0
5184,meanni told boss im coming late hunter finale,2021-11-29 05:34:47+00:00,1
5185,past four days clients emails homework pressure anxiety boss soooo nice 😭,2021-11-29 05:34:12+00:00,1
5186,email hasty nonformal mode communication “hi there” fine unless you’re writing kind high ranking individual would even hesitate write “hi there” email boss,2021-11-29 05:34:03+00:00,1
5187,going vacation panama years ago requested vacation time emailed manager van halen panama video said best vacation request ever got,2021-11-29 05:33:55+00:00,3
5188,time witnessed boss agressive mode hero hero fans dodmane fans know reason amp emotion behind words yuvarathnaa title launch cauvery theatre puneethrajkumar appuliveson ,2021-11-29 05:32:44+00:00,63
5189,congratulations boss,2021-11-29 05:32:02+00:00,0
5190,boss u improved lot good job even though u didn’t improve fast expected me ,2021-11-29 05:31:51+00:00,3
5191,lmao wait manager calling,2021-11-29 05:31:49+00:00,0
5192,love boss wants back bad like y’all really need bad back ,2021-11-29 05:31:36+00:00,0
5193,hope boss watches cameras sees wearing clothes three days wonders kind goblin life lead,2021-11-29 05:31:27+00:00,3
5194,bookings contact manager ,2021-11-29 05:30:11+00:00,0
5195,me boss emails sunday night telling prepared monday morning meeting thanksgiving break ,2021-11-29 05:30:10+00:00,1
5196,third partied boss dumb human trolled lmao ,2021-11-29 05:29:59+00:00,4
5197,getting literal argument manager getting dec 16 movie crash dont get ticket im coming you spidermannowwayhome ,2021-11-29 05:29:54+00:00,6
5198,i’m honored receive praise commander it’s like boss said whether i’ve stripped naked got death’s door i’d better get careless,2021-11-29 05:29:04+00:00,1
5199,whyyyyyyy boss send three emails 1130 pm,2021-11-29 05:27:24+00:00,1
5200,always feel like little kid telling dad frewed middle night tell manager i’m leaving early slow night,2021-11-29 05:27:14+00:00,2
5201,boss messaging early,2021-11-29 05:26:42+00:00,1
5202,sadly thankfully work didn’t see tweets would awful tho went phone manager saw tweets,2021-11-29 05:25:56+00:00,1
5203,always talk prop tech called  2003 well boss time friend soon update twitter show launched gparency reinvent crefinance ,2021-11-29 05:25:44+00:00,1
5204,lmao boss thought writing song im jus writing songs tannies performed 🤡,2021-11-29 05:25:40+00:00,0
5205,i’ve already warned boss i’m taking day 😂,2021-11-29 05:25:28+00:00,0
5206,receiving text message boss saying « bro » checking order made rethink life choices…,2021-11-29 05:25:18+00:00,0
5207,messaged boss something like 5 hours ago replies now eh di wow deadma much,2021-11-29 05:25:08+00:00,0
5208,feminine urge become journalist dream work high fashion magazine new york city lands job financial magazine instead fall love boss amp obsessed shopping point i’m serious debt bc much spend,2021-11-29 05:24:56+00:00,4
5209,clutch 1v3 plantito thank opportunity boss❤ ,2021-11-29 05:24:36+00:00,66
5210,know manager missing dead vacation,2021-11-29 05:24:26+00:00,24
5211,fair literally everyone quitting work even bosss manager fuck this,2021-11-29 05:24:08+00:00,1
5212,boss trying call girl,2021-11-29 05:23:47+00:00,1
5213,good day im arvin ray somosot im experience axie infinity iwill may best join gulid im always active toyour team ang hitting slp every qouta  thank muc one manager,2021-11-29 05:23:37+00:00,0
5214,easy feel overlooked someone else appreciated job 15 years ago boss completely missed birthday week later coworker birthday brought cake told cake us sure feel way,2021-11-29 05:23:36+00:00,1
5215,guys lowkey wanna fuck boss give advice quickly,2021-11-29 05:22:51+00:00,1
5216,oksy boss watching 😭😭😭,2021-11-29 05:22:28+00:00,0
5217,boss gave opening shift tmmr reality could open bag shit,2021-11-29 05:22:18+00:00,2
5218,inspired manager never give straight answer anything yes no people that’s all ,2021-11-29 05:22:16+00:00,1
5219,might call boss,2021-11-29 05:22:16+00:00,1
5220,boss going happy lunch see hip thrusts pleaskejemsn,2021-11-29 05:21:38+00:00,2
5221,it’s last week work go maternity leave boss doesn’t know yet 😬,2021-11-29 05:21:28+00:00,6
5222,old god lost orb boss involved red crystal pyramid scheme keeps trying force join ,2021-11-29 05:21:24+00:00,17
5223,tomorrow first day without boss still sad left,2021-11-29 05:20:53+00:00,1
5224,bosss son said completely decorated weekend ,2021-11-29 05:20:52+00:00,26
5225,yeah too things worse places near me gonna contact group work tomorrow boss sent agencywide email today telling ppl stay home monday feel safe,2021-11-29 05:20:44+00:00,1
5226,put 2 weeks bc manager made cry rn ,2021-11-29 05:20:32+00:00,5
5227,boss got fired today got karma deserved fuck em,2021-11-29 05:20:11+00:00,16
5228,,2021-11-29 05:20:04+00:00,0
5229,socrates says knows nothing hes best thinker time boss mean,2021-11-29 05:19:44+00:00,0
5230,boss wanting perform light positive hopeful song christmas party yet songs know depression sex,2021-11-29 05:19:38+00:00,3
5231,cont im quiting retail part time job exclusively art full time  im already afraid im going loose job anyways manager like sooo,2021-11-29 05:19:31+00:00,4
5232,couldn’t take boss seriously saw follows justinlaboy ig comments posts,2021-11-29 05:19:04+00:00,0
5233,every time hear idol think time watched mv boss the first judge clerked older male listen music lyrics far staff knew say anything whole time end looked said,2021-11-29 05:18:59+00:00,0
5234,late early shift keep waking pissed boss even tho said alright ill fr take nap sleep mad early,2021-11-29 05:18:48+00:00,1
5235,im facing internet issue 3 days able work home boss angry me ground support assistive last hope ticket ref  7406092 excitel plesehelp,2021-11-29 05:18:44+00:00,0
5236,boss cafe passed away today cancer like 34 fun shift everyone crying,2021-11-29 05:17:26+00:00,0
5237,boss taking long every thing everyone’s gone hour half im trynna leave,2021-11-29 05:16:13+00:00,0
5238,boss gave day friday cant take lot n plus like call home work things,2021-11-29 05:15:17+00:00,0
5239,boss told going fire person worst posture hunch might me,2021-11-29 05:15:02+00:00,0
5240,dont scholar ship manager scammer didnt got salary left herhes team,2021-11-29 05:14:39+00:00,0
5241,boss scheduled friday could like “oh sorry haha already took day i’m going busy family event  sorry can’t make guys fun ” booked thursday,2021-11-29 05:14:18+00:00,4
5242,plus side though stole boss keyboard mouse decent tea accidentally leave brewing two hours so know swings also roundabouts,2021-11-29 05:14:18+00:00,1
5243,“and car almost ran gas traffic happened late voila boss picked every chance got late today first time life one time” mingyu tells pout face,2021-11-29 05:13:46+00:00,2
5244,manager offline 🥰 watch,2021-11-29 05:11:52+00:00,0
5245,addition friends dane half year indeed  close available starting january guys willing wait contact manager book kindly hit dane book him,2021-11-29 05:11:23+00:00,0
5246,harassment scenarios tonight featured abrasive old white guy harassing trans woman sikh guy cerebral palsy fat black lady back floor time witness customer proclaim gay threaten kick boss’s ass,2021-11-29 05:11:02+00:00,0
5247,yall know adhd trauma tend give u really fucky memory well today boss decided shit work group chat bc forgot roll shutters morning only 2nd time threatened write opens indeed starts applying,2021-11-29 05:10:56+00:00,1
5248,quitting job telling boss ive decided enter unemplyed era,2021-11-29 05:10:51+00:00,2
5249,venting depression multiple accounts making fun it really need lot help please show boss show partner show world please begging show world truly are,2021-11-29 05:10:34+00:00,0
5250,texting boss im dangerous 3 explanation,2021-11-29 05:09:46+00:00,13
5251,right that’s boss tells do especially we’re shooting event like parade carnival take lots pics save handful go thru them appealing lol,2021-11-29 05:09:19+00:00,0
5252,boss gonna unlock door leave… illegal,2021-11-29 05:08:04+00:00,0
5253,manager came said fw music 😂 gonna lie shit made day,2021-11-29 05:07:31+00:00,1
5254,think manager cause keep scheduling work besties week apart 💔,2021-11-29 05:07:15+00:00,0
5255,time asked manager old job day go watch endgame 6am cinemas like ur taking day watch movie bitch right stfu,2021-11-29 05:06:53+00:00,4
5256,boss eliminated fantasy playoffs hope sees goes tomorrow cus i’m sick 🥲🥺😭😭,2021-11-29 05:06:45+00:00,6
5257,boss sent text entire staff incident now gonna super fun transphobe work costs promotion decided friend anymore,2021-11-29 05:06:26+00:00,2
5258,ig private co worker screenshotted ig story said manager took tip hand certain people favorites,2021-11-29 05:05:57+00:00,1
5259,yall know adhd trauma proven tied memory issues yeah boss decided shit work group chat forgot put shutters only second time also deadnamed yeah today great,2021-11-29 05:04:55+00:00,2
5260,honestly bosses fun like manager said gonna punch also knows i’m real boss😎,2021-11-29 05:04:49+00:00,0
5261,yes know argue people daily put mask 15 minutes work imagine start asking both boss gets fined thank you cause stress,2021-11-29 05:04:41+00:00,0
5262,damn boss jailed morning deserved uglyass hat tho 🤕 ,2021-11-29 05:04:02+00:00,1
5263,start internships soon know i’m gonna urge deck boss face first day,2021-11-29 05:03:43+00:00,0
5264,took work head haven’t told manager 😂 go ahead buy ticket ,2021-11-29 05:03:12+00:00,0
5265,haha true thanks god boss leave today 😁,2021-11-29 05:03:07+00:00,0
5266,manager texting like bestfriends every night 🤣,2021-11-29 05:03:06+00:00,0
5267,hate manager,2021-11-29 05:02:43+00:00,1
5268,boss sending documents hours looool good night sir,2021-11-29 05:02:35+00:00,0
5269,thank u im really bad flare rn called work tomorrow manager really understanding thankfully,2021-11-29 05:02:01+00:00,1
5270,boss one think yummy food make big cant fit lot food it like cooking appliances extent thats something id spend  on want instant pot either,2021-11-29 05:01:15+00:00,1
5271,like telling manager i’m dropping school i’m 18 i’m point can’t graduate matter do funny realized i’m probably gonna working job like get old function anymore,2021-11-29 05:01:13+00:00,0
5272,lmfaooo boss osu browns fan poor thing tomorrow morning,2021-11-29 05:00:42+00:00,1
5273,offseason reminds ootp everyone tells want sign get along manager fire sign anyway,2021-11-29 05:00:34+00:00,4
5274,know im squid working thankless 95 verge death deliver pizza customer boss let go home tweeting distracts annoying coworker stop singing pizza ,2021-11-29 05:00:27+00:00,1
5275,manager leave yes god,2021-11-29 05:00:27+00:00,0
5276,went work bit decorate boss office tomorrow amp y’all came pretty 😍🥺💜,2021-11-29 05:00:26+00:00,1
5277,boss guy cat head,2021-11-29 05:00:08+00:00,0
5278,passive aggressive boss bc idea fucking suggested ignored come two weeks later complain something idea would fixed suggests idea own fuck fuck fuck,2021-11-29 04:59:22+00:00,0
5279,boss ended total jerk need job would ending year working,2021-11-29 04:59:10+00:00,0
5280,one gon hearing boss damn day tomorrow walk late 😭,2021-11-29 04:58:56+00:00,1
5281,i either someone put desk front didn’t know that’s till someone showed me that’s everyone kept looking laughing towards night 🙂🙂 boss probably thought lmfao,2021-11-29 04:57:21+00:00,0
5282,boss tweeting this ke tla ka 6 pack spaneng 🤭😂😂🤣,2021-11-29 04:56:09+00:00,0
5283,i’m proud yelling back boss 🤷🏾‍♀️,2021-11-29 04:55:57+00:00,5
5284,today manager told wanted punch face flipped off… good day,2021-11-29 04:55:10+00:00,1
5285,patiently waiting trainer return quagsire ill find way work home spend whole day waiting go home work ask permission boss bring along work 😅,2021-11-29 04:54:58+00:00,4
5286,thanks much boss giving raise effective dec think im still broke bcs holiday season 🤧🤧,2021-11-29 04:54:44+00:00,2
5287,manager scaring ,2021-11-29 04:54:25+00:00,0
5288,boss knew completely segregate work life hours might hurt feelings little bit,2021-11-29 04:54:08+00:00,3
5289,boss boss name soma ,2021-11-29 04:53:46+00:00,0
5290,im even scared manager atp fck work im gonna watch concert now deal consequence later,2021-11-29 04:53:22+00:00,2
5291,feet feel good boss pedicures 💕 cute hands feet must ✨,2021-11-29 04:53:03+00:00,0
5292,boss 534k followers interested used services marketing proposal,2021-11-29 04:53:02+00:00,1
5293,i’m gonna fight manager carl god,2021-11-29 04:53:01+00:00,1
5294,boss included skeletal workforce tomorrow national holiday kai cb ffs u gotta maam 🙃,2021-11-29 04:52:28+00:00,4
5295,im curious see week boss fires me personally think im safe week mid december merry christmas yo im fecking unemployed yay welfare xmas ,2021-11-29 04:52:05+00:00,0
5296,lol boss returned us thanksgiving last week can’t enter,2021-11-29 04:52:05+00:00,13
5297,guy amwas scared enter public transport laptop cos police kept explaining boss cant carry laptop unless enter uber understand disheartening say least,2021-11-29 04:51:46+00:00,0
5298,think boss really ignoring since asked logistics leaving last week,2021-11-29 04:51:04+00:00,0
5299,manager hates ik 💀 least ain’t cussing supervisors,2021-11-29 04:50:59+00:00,0
5300,saw manager take toy chica parts service room weird noises ,2021-11-29 04:50:39+00:00,0
5301,boss colleagues wanna meet lunch chose croisserie im looking menu thinking hell chooses place lunch hahahahaha aku xde lah picky sgt tapi least ada la pasta ke apa kn ni pastry sume wehh 🥲🥲,2021-11-29 04:50:29+00:00,0
5302,co workers comforting get scolded correcting timesheet boss ,2021-11-29 04:50:09+00:00,1
5303,sounds awesome sick bosss friends college junior calling sir despite protests sir reminds budhao uncle ,2021-11-29 04:49:57+00:00,1
5304,think boss accidentally deleted every single file computer system,2021-11-29 04:49:52+00:00,38
5305,boss scholarship canada couple years bowed photos kids that got chills mind live desert 😂,2021-11-29 04:48:50+00:00,0
5306,joined boss instagram live mistake sec embarrassed leave bc shows arrive leave 🧍🏼‍♀️,2021-11-29 04:48:20+00:00,3
5307,❝ mhm  shift ends like   ten minutes  close go home  one drink okay   boss  fire  ❞ moving away finish cleaning  ,2021-11-29 04:48:06+00:00,0
5308,convey boss coworkers haha sorry besties family falling apart assigned impossible task glue im fucking limit kinda wanna die think id like leave work little early thats okay u  lt3,2021-11-29 04:47:37+00:00,7
5309,manager gonna late also step late,2021-11-29 04:47:29+00:00,0
5310,made good sales tonight love working airport night shift miss manager duties tho town gt,2021-11-29 04:47:07+00:00,1
5311,already experience old account sold manager give chance part team ,2021-11-29 04:46:22+00:00,0
5312,zack fantôme iris kidnapped boss omgomg see fllix im shakign cant belidve thsi ,2021-11-29 04:45:59+00:00,8
5313,boss doesnt schedule next week woth least 3 shifts minimum cry throw empty cargo ship container beached seawall,2021-11-29 04:45:44+00:00,0
5314,deal goes i’m asking boss half day cause adrenaline rush night won’t able sleep obv can’t work conditions scherzer lfgm,2021-11-29 04:45:12+00:00,1
5315,manager ,2021-11-29 04:44:45+00:00,0
5316,manager like “damn girl till 5 wrote schedule” 💀💀💀,2021-11-29 04:44:40+00:00,2
5317,asked promotion i’m half qualified get pay boss said good idea he’ll let know final decision week… ✨i’m getting it✨,2021-11-29 04:44:14+00:00,3
5318,manager doesn’t give weekend finals might quit,2021-11-29 04:42:32+00:00,2
5319,manager pretty cool tho putting stand n i’m gone dislike it’s fault😂💯,2021-11-29 04:42:10+00:00,1
5320,boss said anyone take orders much warehouse colleagues work overtime night given bonus ￥10000 willing help achieve goal ,2021-11-29 04:42:00+00:00,0
5321,5 hours boss house 10 nebraska bitch tired 😴,2021-11-29 04:41:52+00:00,1
5322,gjd moodbreaker deng boss told bitch face time suddenly“kesukaan km greentea frappuccino kansya beliin ya msh pagi udh cemberut sekalian saya mau beli americano”and like 😂🥰 knows fav drink sbux duh little thing’s mattered 🥳 ,2021-11-29 04:41:47+00:00,0
5323,kindly pay visit carrd find interested me hesitate send messages manager booking slot okay anyway im looking forward meet soon nice day ahead muchas gracias — ,2021-11-29 04:40:34+00:00,0
5324,checking email knowing boss aint gon respond tomorrow morning,2021-11-29 04:40:28+00:00,0
5325,feel bad mental emotional health important money boss want sign contract also situation coworkers horrible,2021-11-29 04:39:37+00:00,1
5326,remembered boss sent email tuesday trying schedule annual review tomorrow cuz turn end month ,2021-11-29 04:39:34+00:00,0
5327,true problem boss want sex,2021-11-29 04:39:31+00:00,4
5328,manager amazing giving day before day of day ’,2021-11-29 04:39:27+00:00,1
5329,boss gonna happy tomorrow,2021-11-29 04:39:25+00:00,0
5330,ouuuu think manager vacation week 😈,2021-11-29 04:39:01+00:00,0
5331,good morning managers im looking forward part growing community pick never disappoint manager ill give best liable scholar im hoping scholarshipi know 💯 achieve dreams playing axie,2021-11-29 04:38:53+00:00,0
5332,boss legit pissed today,2021-11-29 04:38:16+00:00,0
5333,good morning managers im looking forward part growing community pick never disappoint manager ill give best liable scholar im hoping scholarshipi know 💯 achieve dreams playing axie,2021-11-29 04:38:01+00:00,0
5334,like quackity you’re amazing there’s way boss would let take day black friday lmao,2021-11-29 04:37:50+00:00,0
5335,nawt boss saying brainwashed liking bts bc keep playing bts songs work,2021-11-29 04:37:35+00:00,0
5336,update turns he’s homeless broke 😭 praying boss lets stay one rooms upstairs 🙏🏻,2021-11-29 04:37:28+00:00,10
5337,lose manager again worst day life ,2021-11-29 04:37:06+00:00,0
5338,lol imagine told boss working 10 days first half next year still expected full pay entitlements auspol,2021-11-29 04:36:51+00:00,1
5339,boss btch sht,2021-11-29 04:36:48+00:00,9
5340,now thought boss seems horrible mepossibly suggests issues excessively important work work important far relates issues,2021-11-29 04:35:42+00:00,0
5341,things want say boss can’t ,2021-11-29 04:35:39+00:00,7
5342,yea boss passed worried mom seems holding up,2021-11-29 04:35:23+00:00,1
5343,dyanmic workplace manager furry coworker floor assistant old gay couple coworker runs easy bake oven classes living still dialup write receipts hand,2021-11-29 04:35:19+00:00,0
5344,boss asked send fun fact two truths lie staff meeting tomorrow i… realised know single thing,2021-11-29 04:35:08+00:00,8
5345,yes argument attic whether twinkies expire made entire family last year cry laughing argument boss got high alot plumbers fixing water heaters,2021-11-29 04:34:56+00:00,0
5346,boss loves say “you’re pudding cup lunch box sandwich fruit pudding cup” ,2021-11-29 04:34:45+00:00,1
5347,that’s boss 🥰,2021-11-29 04:34:28+00:00,0
5348,can’t stand manager 😭😭😭😭😭 he’s funny lmaoooo 💀💀💀💀💀💀,2021-11-29 04:34:14+00:00,0
5349,looks like boss lol,2021-11-29 04:34:11+00:00,0
5350,awww manager asked ig 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺💞💞💞💞💞,2021-11-29 04:34:09+00:00,1
5351,saw random guy get slapped face now ex girlfriend shift cafe went help asked out front everyone boss  didn’t know name accepted 😚 ,2021-11-29 04:34:02+00:00,27
5352,👩‍💻 work love appreciate too admire manager learn lot team,2021-11-29 04:33:31+00:00,4
5353,lmao interviewed candidate today manager said hes opposite  candidate logical point short answers meandered elaborate,2021-11-29 04:33:10+00:00,2
5354,work undisclosed tech company perks pay insane cons boss crazy hell whyd walk dude stroking card ,2021-11-29 04:32:35+00:00,10
5355,boss ❤️💪,2021-11-29 04:32:08+00:00,1
5356,looking stands places besides watching man ball😂😂 thats look work want boss know im mad,2021-11-29 04:31:53+00:00,0
5357,tumblr post laurenmichelle310 right unavailable unable reach uninterrupted…etc regardless want marxistbarbie boss decline seventh call row 2 hours shift didn’t show ,2021-11-29 04:30:56+00:00,1
5358,call work tomorrow tell boss can’t come cause wanna k word lmao,2021-11-29 04:30:31+00:00,0
5359,boss door always open mein silent thoughts know makes really hard leave work early😁,2021-11-29 04:29:45+00:00,0
5360,right told boss id trying go back lmao,2021-11-29 04:29:38+00:00,0
5361,hearty happy birthday boss extraordinary faithful servant god country h e john dramani mahama🇬🇭 lord banner live long prosper good health 🌼💐🎉 god bless keep you ,2021-11-29 04:29:21+00:00,1
5362,manager telling go help another store close…me walking said store clocking out going home,2021-11-29 04:29:14+00:00,2
5363,boss covering me,2021-11-29 04:28:35+00:00,1
5364,know economy bad must wonder fact boss expects twoperson team me artist build clients whole brand identity three 3 days might also provide subtle clues were collapsing agency ,2021-11-29 04:28:23+00:00,2
5365,ill never forgive manager dollar general making clean trashcan someone shit,2021-11-29 04:27:39+00:00,7
5366,dm manager hydra discord lad,2021-11-29 04:27:36+00:00,0
5367,told boss im quitting next semester ,2021-11-29 04:27:28+00:00,4
5368,oooh wondering handling data manager isuhvery excited this peaked docs get far sounds interesting,2021-11-29 04:26:43+00:00,0
5369,anxious meeting boss today  😔🥺,2021-11-29 04:26:25+00:00,0
5370,hiding boss monday ,2021-11-29 04:25:52+00:00,0
5371,caught mr mime use fuck people let birthday my pkmn join rotation one party made blunt disappear everyone mad hell gonna do mr mime boss even fuck me ,2021-11-29 04:25:14+00:00,0
5372,boss told smoke trees … that’s win,2021-11-29 04:25:10+00:00,0
5373,manager ideally many hours want work me like 40 hours week manager oh really that’s perfect rn ,2021-11-29 04:25:04+00:00,2
5374,taking fucking kids boss that’s super  naturally possessed doll comes kills parents get kill people ,2021-11-29 04:24:53+00:00,0
5375,i’m asking boss formy hours go every single show next tour like one girl,2021-11-29 04:24:45+00:00,0
5376,ocd boss gonna fire lol boss surprise you’re getting fun project tomorrow,2021-11-29 04:24:38+00:00,0
5377,done errands bosss brother 👌,2021-11-29 04:24:35+00:00,0
5378,convince boss i’m totally,2021-11-29 04:24:14+00:00,0
5379,manager ask vto volunteers yes 🤣,2021-11-29 04:21:42+00:00,1
5380,lmao yesterday rough day see pretty sure are theyre really pretty ask use make skin glow boss calling shit ,2021-11-29 04:20:56+00:00,0
5381,yeah manager pon tak save phone dia ,2021-11-29 04:20:50+00:00,0
5382,boss queen shed never 💅👑 fact told look workrelated messages im back,2021-11-29 04:20:47+00:00,7
5383,went gym today feast boss dead ass couldn’t better day 🥲,2021-11-29 04:20:12+00:00,0
5384,hate ppl aren’t boss something try tell 🙄☝🏽 like boss literally know you,2021-11-29 04:20:03+00:00,0
5385,oh wow haha never lie could say i’m going fishing never know don’t call haha boss cool,2021-11-29 04:20:01+00:00,1
5386,really got period morning actively chose violence initiating fight boss,2021-11-29 04:19:59+00:00,1
5387,current location 7 im going go work little while ive trying whitelist name night im going meeting soon hope boss get mad sleeping meeting got wl worth it,2021-11-29 04:19:11+00:00,0
5388,idk anxious yesterday boss even pointed looked tired think mental health shit idk rlly,2021-11-29 04:18:39+00:00,0
5389,anyone wants take hamburger idea please speak manager,2021-11-29 04:18:31+00:00,1
5390,boss every patient thinking they’re really special 🤣 talking tell doc it’s “me” calling knows me…bro sis ya 😩 kid ain’t special 🤷🏼‍♀️ duro un mes más ahí lordy lordtttt,2021-11-29 04:18:31+00:00,0
5391,faking boss tomorrow ,2021-11-29 04:18:28+00:00,47
5392,waiting manager finally leave conference room job,2021-11-29 04:18:12+00:00,4
5393,manager really pulled day talk time n asked anything going on could tell man i’ve spiraling months coming high traveling friends n seeing h,2021-11-29 04:17:56+00:00,2
5394,manager need give site long i’m standing aldi’s i’m cool ain’t chasing nobody stealing 😭😒 fina turn around beat ass got wrong security guard ✌🏾,2021-11-29 04:17:55+00:00,2
5395,boss always yep anything need whatever suits best its okay trust you talks behind back everything wrong ive done never enough,2021-11-29 04:17:55+00:00,2
5396,bruh dont tell boss dont even read resume bcs asked asgmnt question think blur jfkdksksk,2021-11-29 04:17:52+00:00,0
5397,want rant boss someone,2021-11-29 04:17:37+00:00,0
5398,nigga superman miss zod throw coup ihop boss still telling understaffed 💀 ,2021-11-29 04:17:31+00:00,76
5399,never life imagined boss wearing knitted sweater hes cute 😳 ,2021-11-29 04:16:49+00:00,0
5400,wrong boss app owes money ,2021-11-29 04:16:10+00:00,0
5401,one situations everything goes well think it goes wrong ill complain manager also me,2021-11-29 04:15:51+00:00,1
5402,jimin cute im sobbing chatting w boss,2021-11-29 04:15:15+00:00,0
5403,feel man  don’t get paid till 10th tho hope doesn’t sell convince boss pay advance,2021-11-29 04:14:15+00:00,1
5404,istg would tun two week’s notice boss hasn’t around months,2021-11-29 04:14:15+00:00,3
5405,manager literally saw tips said “yea don’t waste ur time become manager“ 😭,2021-11-29 04:14:10+00:00,21
5406,awwww that’s sweet manager gives work,2021-11-29 04:14:03+00:00,1
5407,boss’ kimchi fried rice good omggggkfbdhsh want,2021-11-29 04:13:44+00:00,0
5408,till yesterday thought team leader feel like manager,2021-11-29 04:13:25+00:00,0
5409,make youtube videos boss realize editors real stars reality television,2021-11-29 04:13:15+00:00,4
5410,im happy getting good evaluation boss,2021-11-29 04:12:50+00:00,0
5411,me changing channels tv suddenly stops racing channel holy fuck boss driving race car ,2021-11-29 04:11:45+00:00,3
5412,there’s much cough i’m texting boss ooo indefinitely ,2021-11-29 04:11:22+00:00,1
5413,lrt convince boss get job hospital phlebotomist lolit would also super cute vet office also like pets pokemon 🥺,2021-11-29 04:11:19+00:00,0
5414,think might solely wear crocs work lol boss already complimented ☺️,2021-11-29 04:11:02+00:00,0
5415,manager makes close tomorrow kms,2021-11-29 04:10:24+00:00,3
5416,moment closed ig live boss came thats real speed right there,2021-11-29 04:09:58+00:00,0
5417,at work according boss mostly wants employees work big weekend big movie releases like big marvelstar wars movies when came out following weekend go watch eeeee don’t wanna spoiled etc etc tbh im jus ,2021-11-29 04:08:54+00:00,0
5418,manager fr tried make work 51 10 past 5 like bruh wtf,2021-11-29 04:08:37+00:00,0
5419,manager called asking im currently watching ptd concert already got ticket online friday hahaha freakin nervous,2021-11-29 04:08:27+00:00,1
5420,think boss aset fan want bring might actually kill me ,2021-11-29 04:07:59+00:00,6
5421,told boss ima put two weeks tomorrow know damm well prob won’t even finish week,2021-11-29 04:07:55+00:00,2
5422,i’m calling work boss asks i’m going say excuse me hslot ended sympathy,2021-11-29 04:07:21+00:00,0
5423,well fucking hurt got caught boss student watchinglistening live working,2021-11-29 04:07:18+00:00,0
5424,got call boss tomorrow fun🥴 mondays hell extended holidays everything finna break 🙄,2021-11-29 04:07:15+00:00,1
5425,work watching amp crying boss came see what’s wrong took look said oh god that’s brilliant keep watching 😆💜✌🏻,2021-11-29 04:06:52+00:00,9
5426,republicans gave boss 250k last year free clear bought really nice boat least way tax money helps kids,2021-11-29 04:06:36+00:00,0
5427,never thought boss would call 911 happened today scariest thing that’s happened year ngl🥴😳,2021-11-29 04:05:49+00:00,1
5428,boss dont get angry much does fucking terrifying dont want position,2021-11-29 04:05:42+00:00,1
5429,another lady manager hospital recovering surgery asked hospital i’m coming back short staffed 🥴 work amongst demons man,2021-11-29 04:05:39+00:00,0
5430,“respect boss” ah dignity,2021-11-29 04:05:14+00:00,5
5431,boss law firm im internship scolds lot least hes hot 😩 ,2021-11-29 04:05:11+00:00,4
5432,week suppose last week boss begging stay another week last floor handover 712 wants attend staff year end dinner aaaaaaaaa,2021-11-29 04:05:01+00:00,0
5433,manager lazy hoe i’ve never seen lift finger work ,2021-11-29 04:05:00+00:00,8
5434,telling boss coworkers,2021-11-29 04:04:58+00:00,1
5435,strong dislike boss job company 🤦🏽‍♀️this can’t life 🙄,2021-11-29 04:04:39+00:00,2
5436, cslime death ayo fuck fight boss won’t leave library heard bestie dead wait shit fuck alarm ,2021-11-29 04:04:35+00:00,122
5437,blue grey makes sad along manager’s constant messages asking status i’ve abandoned long back ,2021-11-29 04:04:25+00:00,10
5438,yeah seriously really want yell boss work i’ve got bills pay ,2021-11-29 04:03:03+00:00,0
5439,oho whole team office today awhile boss said lets go eat lunch outside together can 🥳 lets hope hes buying hehe,2021-11-29 04:02:53+00:00,13
5440,boss really expects anything tomorrow losing brain cells watching browns game,2021-11-29 04:02:53+00:00,1
5441,reminding boss shedinjas back ask come time ,2021-11-29 04:02:42+00:00,2
5442,boss says can’t sleep work “i’ll show him”,2021-11-29 04:01:46+00:00,1
5443,idk fantasize manager fucking more me him guys haaha,2021-11-29 04:01:32+00:00,3
